label,text
0,rt bensthebest coachella reveals lineup coachella coachella
1,so the coachella line up was revelaed im a lil excited and lil unimpressed
0,wheres kanyewest at tho coachella
1,acdc is this real life is my dream going to come true coachella
1,freeconcerts thoughts on the coachella lineup lemme get a ticket
1,i just woke up and i saw this on my facebook feed oh im excited coachella weekend
-1,cant say im terribly impressed with this years coachella lineup some good acts but pretty uninspiring coachella coachellalineup
0,rt langmarmendoza senjougayhara nxne titoymoi youve been quoted in my storify story fans and haters react to coachella
1,who is coming with us coachella
1,steely dan antemasque st lucia are just a few bands im pumped about for coachella
1,the coachella lineup holy fuck someone take me coachella
1,hands are shaking pmpmpmpm where you at coachella
1,coreybee senior year coachellaayyyyee
-1,unavailable my ass pffft lol coachella
1,i barely know of the coachella line up but i dont even care i cannot wait coachella daystogo
1,florence and the machine coachella excited coachella
1,kiesza cant wait to see you this year at coachella hideaway nowplaying coachella
1,rt sleazystfn guess is who is gonna wiggle wiggle at coachella chhellovenus coachella coachella kpop hellovenus
1,i think i might just have to make it out to beautiful california this year for coachella coachella
1,two words coachella lineup coachella
1,wouldnt mind seeing brand new and circa survive coachella
1,the lineup is out let the countdown begin coachella
1,sunday im coming for you coachella
1,the coachella lineup looks absolutely class coachella
1,your girl is going to coachella
1,rt mauragrierson drake theweeknd acdc all part of coachella who else
1,holy shit acdc at coachella
0,looking for an extra car camping pass for coachella if anyones got info hit me up coachellatickets coachella
-1,rt joepaiz im honestly pretty disappointed by the coachella lineup man might have to do bottlerocknapa instead
1,omg acdc jack white amp drake headline coachella wtf drake
1,coachella its happening
1,artists for coachella saving up now
1,coachella acdc is going to be there ive never been to coachella but if theyre going i have to gounfortunately i have school
0,rt prettysickly whos going to coachella
1,well the wait begins week made coachella
-1,azealia banks no coachella who is azealia
0,rt hippywolfpro the line up for coachella coachella
1,rt chineselaundry time to start planning our festival outfits coachella
0,so the coachella diet begins
1,theglasshouse in case you missed it coachella lineup coachella desert valleriesimpson gremmalin
1,pipaval iz happeninnn coachella cant wait
1,thelascene coachella for those about to rt coachella yassss to weekend
1,acdc at coachella forever the lineup is here coachella
1,im going to make it to coachella even if i have to solo
0,i hope drake is aware he is not the only artist that will be playing coachella coachella
-1,jack white tho coachella rage
1,rt xoliss coachella line up got me likeee coachella
1,i have to go to coachella this line up seriously its too ill ahh coachella coachella
1,me when the lineup came out coachella
1,drake got spring poppin coachella drizzy ovo
0,news flash fans of acdc can get a special senior citizens discount to coachella
1,pacsun what weve all been waiting for coachella coachella lets go yesimbiack
-1,maguipapa whos responsible coachella imagine lmfao
1,looking at the coachella lineup like
1,i could cry of happiness coachella
0,guess is who is gonna wiggle wiggle at coachella chhellovenus coachella coachella kpop hellovenus
1,tempting dad into going to coachella hahah i wish kirstymccallum
1,that coachella lineup is actually too good coachella
1,coachella was fun last year no doubt i wont be able to attend this years coachella the lineup looks great coachella
0,coachella damon wayans dj set
1,it was a tough call but i couldnt live with myself if i missed acdc coachella year
0,drake will be at coachella how do i go
0,one has to wonder if the people complaining about the coachella line and those that call nickleback quality music are one and the same
0,day though coachella
0,the line up for coachella coachella
0,well troublenever put on my middle name im just simple coachella and hoping with simple happenings will be with all with the same
1,fuck me the coachella lineup looks insane somebody come with me
-1,disappointed with coachella line up tbh
0,rt noiseporn coachella has announced its lineup and its huge coachella coachella
1,coachella the line up is pretty nice
1,darkstar rollingstone i was going to shoot off a rainbow when i saw the coachella lineup was announcedthen i saw acdc was included
1,literally almost had a mother fuggin heart attack w bew getting his ticket but zawlll gooood see you soon coachella
1,honestly just got an adrenaline rush from fucking getting my tickets coachella caaiiit
1,id go to coachella just to see andrewmcmahon amthewilderness
0,who are you most excited to see at coachella
1,drake doing coachella is cool not a typical venue you think he would do i feel that
1,someone sell me one car camping pass for coachella weekend please coachella coachella coachellatickets
0,anyone i know going to coachella considering tickets maybe
1,great line up for coachella whos going to coachella this year
0,rt deartessa sun babies unite coachella
1,coachella and reaches and arrives que emocionante
1,coachella is still trending coachella
-1,lame coachella lineupexcept for jackwhite and steelydanof courselooks like its stagecoach for us this year yeehaw desertlife
1,rt franndalaybayy yeah im in there coachella
0,off to most loveable bus driver hall of fame saddle up with meampmy coach ella to save only going one way mlbhalloffame coachella d
-1,coachella line up less than impressive but still stoked for dartying in the sun to alesso
1,raekwon you see it coachella coachella you finally gotme timecapsule
0,people always go with the presales coachella
-1,rt ohdearcrystal sad sad sad sad sad day today coachella broke af
1,not even gonna bother looking through the rest of the lineup ill be in nyc amp def cant go coachella
1,festival season is coming coachella lineup coachellalineup festivalseason
0,rt krystlmlgz that coachella line up tho
1,i wanna go to coachella coachella
1,so excited to see drake at coachella i really hope he plays started from the bottom that song would be so cool to see live sarcasm
0,kids these days will never understand the virtue of steely dan coachella
1,tru still wanna go to coachella tho
1,coachella line up is out coachella
0,time to reread with my magnifying glass now coachella coachella
1,fuck yes jack white acdc and kimbramusic for coachella oh jeez lt
